Value,Txn_Fee,Method
0.000401365,0.00031136,Transfer
15.03,0.00031136,Transfer
0.01,0.00031287,Transfer
0.00292613,0.000315,Transfer
0.018919773,0.00031677,Transfer
0.57,0.00031678,Transfer
0.0,0.00095946,Transfer
0.0,0.00088921,Transfer
0.0,0.00082177,Approve
0.0,0.00070915,Approve
0.0,0.00377893,Swap
0.0,0.00408964,Swap
0.0,0.00580521,Other
0.0,0.0007021,Transfer
0.01567869,0.00200658,Other
0.0,0.00068904,Transfer
0.0,0.00072046,Transfer
0.006233369,0.00032869,Transfer
0.0,0.0009939,Transfer
0.08,0.00033026,Transfer
0.0,0.00146549,Other
0.10047379,0.00726236,Other
0.061833574,0.00033584,Transfer
13.072090529,0.00033826,Transfer
0.0,0.0009762,Other
0.0,0.00051855,Transfer
0.0,0.00065492,Transfer
0.0,0.00065492,Transfer
0.0,0.0007669,Approve
0.003695748,0.00034076,Transfer
0.0,0.00235673,Transfer
0.0,0.00582926,Other
0.0,0.00078978,Approve
0.018324183,0.00035126,Transfer
0.078807434,0.00313371,Execute
0.15805,0.00035126,Transfer
0.0,0.0005374,Transfer
0.0,0.00077126,Transfer
0.014724145,0.00035126,Transfer
0.0,0.0010573,Transfer
0.0,0.00077146,Transfer
12.0277,0.00035126,Transfer
0.1872,0.00035126,Transfer
5.5477,0.00035126,Transfer
0.0,0.00435102,Other
0.0,0.00508991,Execute
0.016360878,0.00035126,Transfer
0.0,0.0008169,Approve
0.0,0.00044425,Approve
0.0513,0.00035126,Transfer
0.0,0.00057457,Transfer
0.0,0.00065006,Transfer
0.0,0.00105668,Transfer
0.16,0.00035126,Transfer
0.1,0.00238648,Execute
0.0,0.00316096,Execute
1.0,0.00236815,Execute
0.011938,0.00035126,Transfer
0.0,0.00086005,Transfer
1.0,0.0017017,Swap
0.0,0.00098285,Transfer
0.0533,0.00309008,Execute
0.17270019,0.000357,Transfer
0.004366579,0.00035924,Transfer
0.230370494,0.00037226,Transfer
1.0,0.00292269,Swap
0.0,0.00214898,Transfer
0.0,0.00092871,Transfer
0.000378,0.000378,Transfer
0.093737454,0.00037977,Transfer
0.0132,0.00037977,Transfer
0.585846572,0.00037977,Transfer
0.186350324,0.00037977,Transfer
3.565970881,0.00038276,Transfer
0.0,0.00140393,Other
0.0,0.00109756,Transfer
0.002901936,0.000399,Transfer
0.006227576,0.00040385,Transfer
0.015845429,0.00040385,Transfer
0.011223436,0.00040385,Transfer
0.040584602,0.00040385,Transfer
0.315566271,0.00040479,Transfer
0.451901591,0.00041426,Transfer
0.653816827,0.00041426,Transfer
0.063452603,0.00042539,Transfer
0.0,0.00096803,Transfer
1.4863e-05,0.00045413,Transfer
0.0,0.00142677,Transfer
0.05190401,0.00047977,Transfer
0.0063413,0.000546,Transfer
0.001,0.00388937,Other
0.0,0.00272907,Unidentified
0.012442716,0.00034541,Transfer
0.0,0.00173895,Other
,0.00303084,Unidentified
0.0,0.00084364,Transfer
0.0,0.0017733,Other
0.0,0.00071061,Transfer
0.0,0.00273337,Swap
0.0,0.0034549,Unidentified
1.0,0.0208972,Swap
0.0,0.00149477,Unidentified
0.36,0.00249577,Swap
0.0,0.00125437,Unidentified
0.026237875,0.00031983,Transfer
0.0,0.00084835,Other
0.0,0.00084736,Approve
0.133,0.00032049,Transfer
0.1,0.00246048,Execute
0.0,0.00052059,Approve
0.0,0.00093822,Transfer
0.0,0.00070463,Approve
0.0,0.00092002,Other
0.0014,0.00032049,Transfer
0.0,0.00072076,Approve
0.026479151,0.00418034,Execute
0.0,0.0024642,Unidentified
0.0334,0.00032049,Transfer
0.0,0.0031486,Other
0.043,0.00032049,Transfer
0.0,0.00313515,Execute
0.014,0.00032049,Transfer
0.0,0.00405558,Execute
0.0005,0.00145965,Other
0.0,0.00132446,Other
0.001,0.00117865,Other
0.0,0.00037103,Approve
0.0,0.00037185,Other
0.11,0.00441306,Other
0.0,0.00274009,Other
0.0,0.00224689,Execute
0.03929273,0.00032245,Transfer
0.0,0.00086761,Other
0.0,0.00075806,Other
0.31,0.00032049,Transfer
0.014976276,0.00032049,Transfer
0.003672272,0.00032049,Transfer
0.0,0.00235843,Execute
0.07,0.0026684,Execute
0.128,0.00205431,Unidentified
0.22,0.00236896,Execute
0.0,0.00039895,Approve
0.0,0.00070833,Approve
0.0,0.00248735,Other
0.032738999,0.00099311,Other
0.002788484,0.00032169,Transfer
0.0369,0.00032172,Transfer
0.0357,0.00032172,Transfer
0.0,0.00176828,Other
0.0,0.00155875,Swap
0.0,0.00270721,Other
0.02,0.00032193,Transfer
13.65,0.00032193,Transfer
0.0,0.00123931,Other
5.2,0.00032193,Transfer
3.996,0.00032193,Transfer
0.7,0.00308787,Other
0.0,0.00046014,Transfer
0.0,0.00211777,Unidentified
0.0,0.00097897,Transfer
0.019,0.00280467,Swap
0.188562403,0.00033171,Transfer
0.0,0.00099844,Transfer
0.032727118,0.00033232,Transfer
0.305731401,0.00033232,Transfer
0.0,0.00100345,Transfer
0.049171,0.00033826,Transfer
0.0,0.00392391,Execute
0.33751326,0.00034083,Transfer
0.745,0.00214852,Other
0.0,0.00047482,Approve
0.0,0.00083969,Other
0.06806655,0.000357,Transfer
0.031664831,0.00035737,Transfer
0.0,0.00108909,Transfer
0.0,0.00079404,Transfer
0.04,0.00036183,Transfer
0.0,0.00100659,Transfer
0.02269,0.00036183,Transfer
0.26,0.00292339,Execute
0.0,0.00079446,Transfer
0.0,0.00296588,Execute
0.0,0.00079425,Transfer
0.0,0.00081294,Approve
0.0,0.00071175,Transfer
0.0977,0.00036183,Transfer
0.0,0.00108909,Transfer
0.0,0.00101448,Transfer
0.0,0.00077852,Transfer
0.01931702,0.00036183,Transfer
0.00111251,0.00036183,Transfer
0.06216942,0.00036183,Transfer
0.0058,0.00330795,Execute
0.04991205,0.00036183,Transfer
0.01636608,0.00036183,Transfer
0.03115611,0.00036183,Transfer
0.03303974,0.00036183,Transfer
0.01189714,0.00036183,Transfer
0.0,0.00059164,Transfer
0.0,0.00894439,Unidentified
0.08712608,0.00036183,Transfer
0.0,0.00553213,Unidentified
0.01093635,0.00036183,Transfer
0.07,0.00036183,Transfer
0.0,0.00079446,Transfer
0.09880937,0.00036185,Transfer
0.009821807,0.0024701,Execute
1.5,0.00510743,Execute
0.0,0.00105523,Transfer
0.0,0.0005351,Transfer
0.0314,0.00037371,Transfer
0.079398,0.00037371,Transfer
0.003337545,0.000378,Transfer
0.0,0.00103406,Transfer
0.013774264,0.00037892,Transfer
0.0,0.00220995,Transfer
0.605968684,0.00039033,Transfer
0.044485294,0.00039151,Transfer
0.398088667,0.00039151,Transfer
0.0157084,0.00039151,Transfer
0.019667146,0.00039151,Transfer
0.065589932,0.00041006,Transfer
0.339076966,0.00045413,Transfer
0.058187732,0.0004604,Transfer
0.0,0.00252122,Other
0.07929,0.000462,Transfer
0.998,0.000462,Transfer
0.0,0.0012811,Transfer
0.0,0.00139086,Transfer
0.0,0.00101439,Transfer
0.0,0.00101439,Transfer
0.0,0.00133271,Transfer
0.044573753,0.00034047,Transfer
0.0,0.00075277,Approve
0.0,0.00969803,Other
0.02,0.00530788,Unidentified
0.5,0.00438499,Unidentified
0.1,0.00585361,Unidentified
0.05,0.00520221,Swap
7.2e-08,0.00494101,Unidentified
5.0,0.00218355,Execute
7.1e-08,0.00129152,Unidentified
0.039600323,0.00032376,Transfer
0.0,0.00068948,Approve
0.0,0.00061945,Transfer
0.140616718,0.00268568,Execute
0.0,0.00142382,Other
0.12,0.00081308,Other
0.056,0.00030816,Transfer
0.0,0.00458324,Execute
0.0,0.00096636,Transfer
0.0236,0.00030816,Transfer
1.571002035,0.00045413,Transfer
0.0,0.00093372,Transfer
0.01652005,0.00031395,Transfer
0.016,0.00034949,Transfer
0.100597,0.00034949,Transfer
0.015987566,0.00030751,Transfer
0.0421555,0.00034949,Transfer
0.0081,0.00032113,Transfer
0.0,0.00093906,Transfer
0.1628,0.00032113,Transfer
0.0146226,0.00035999,Transfer
0.001547,0.00092049,Other
0.0,0.00068882,Approve
0.150606354,0.00030816,Transfer
0.0,0.00340793,Execute
0.082135505,0.00038473,Transfer
0.027637253,0.00031061,Transfer
0.0,0.00071359,Other
0.556494604,0.00256706,Execute
0.07,0.00223252,Other
0.0,0.00439329,Unidentified
0.0,0.00349169,Unidentified
0.00014084,0.00030818,Transfer
0.25,0.00030827,Transfer
0.25,0.00030827,Transfer
0.25,0.00030827,Transfer
0.25,0.00030827,Transfer
0.032352,0.00030959,Transfer
0.009,0.00034504,Transfer
0.01069,0.00033365,Transfer
0.02729,0.00033365,Transfer
0.0,0.00076737,Transfer
0.048998791,0.00030751,Transfer
0.00102827,0.00030751,Transfer
0.00643767,0.00030751,Transfer
0.228754683,0.00030751,Transfer
0.290678941,0.00040911,Other
0.0,0.00056333,Approve
0.0,0.00067398,Other
0.0,0.0006752,Transfer
0.0,0.00067609,Approve
0.0,0.00067672,Approve
0.0,0.00067747,Approve
3.739e-06,0.00080778,Other
0.0,0.00084142,Transfer
0.0,0.00091143,Unidentified
0.0,0.0009117,Transfer
0.0,0.00092543,Transfer
0.008173288,0.00030759,Transfer
0.0,0.00172188,Other
0.003926823,0.00199253,Swap
0.0,0.00233998,Swap
0.105851213,0.00272334,Unidentified
0.0,0.0006749,Approve
0.33,0.00357334,Execute
0.0,0.00354385,Execute
0.0,0.00030777,Transfer
0.0,0.0003078,Transfer
0.014862757,0.00030816,Transfer
0.111,0.00030816,Transfer
0.00213,0.00030816,Transfer
0.00689,0.00030816,Transfer
0.5,0.00030816,Transfer
0.106883403,0.00030816,Transfer
1.2,0.00030816,Transfer
0.085,0.00030816,Transfer
0.01833528,0.00030816,Transfer
0.023613272,0.00030816,Transfer
0.3,0.00030818,Transfer
0.00135,0.00030818,Transfer
9.8261e-05,0.00030818,Transfer
0.035,0.00030818,Transfer
0.02307426,0.00030818,Transfer
0.00811,0.00030818,Transfer
0.00215,0.00030818,Transfer
0.2704,0.00030818,Transfer
0.4,0.00030818,Transfer
0.17025,0.00030818,Transfer
0.000680335,0.00030818,Transfer
0.026,0.00030818,Transfer
4.0,0.00030818,Transfer
0.01637,0.00030818,Transfer
0.03274973,0.00030818,Transfer
0.042,0.00030818,Transfer
0.01,0.00030818,Transfer
0.6,0.00030818,Transfer
0.05438561,0.00030818,Transfer
0.004,0.00030818,Transfer
0.0,0.00034308,Transfer
0.25,0.00030827,Transfer
0.0,0.00043642,Transfer
0.0,0.00043736,Approve
0.0,0.00042593,Approve
0.0,0.01266618,Other
0.0,0.01673986,Other
0.0,0.00058627,Execute
0.0,0.00068278,Approve
0.0,0.00068407,Transfer
0.0,0.00069126,Other
0.0,0.00069302,Approve
0.0,0.00067488,Approve
0.0,0.00067663,Other
0.0,0.00067819,Approve
0.0,0.00067955,Approve
0.0,0.00068119,Approve
0.0,0.00070888,Approve
0.0,0.00068884,Approve
0.0,0.00068912,Approve
0.0,0.00071757,Approve
0.0,0.00071759,Approve
0.0,0.00075122,Transfer
0.0,0.0007491,Other
0.0,0.00078413,Other
0.0,0.00078687,Approve
0.0,0.00084341,Transfer
0.1103,0.00030938,Transfer
0.01994,0.00030938,Transfer
0.0212,0.00030938,Transfer
0.0916,0.00030938,Transfer
0.0,0.00081474,Approve
0.0,0.00090095,Other
0.0,0.00087519,Other
0.0,0.00090304,Other
0.0,0.00090102,Other
0.063253437,0.00030959,Transfer
0.00499,0.00030959,Transfer
0.22,0.0009538,Other
0.0,0.00101155,Other
0.0,0.00068019,Approve
0.0,0.00108522,Other
0.0,0.00099026,Other
0.0,0.00114195,Transfer
0.28,0.00111047,Transfer
0.06,0.00118229,Transfer
0.69099673,0.00031022,Transfer
0.0,0.0012369,Other
0.039684642,0.00031535,Transfer
0.010441442,0.00031535,Transfer
3.4,0.00031799,Transfer
0.11456162,0.00032113,Transfer
0.001219135,0.00032113,Transfer
0.00140644,0.00032113,Transfer
0.00321588,0.00032113,Transfer
0.010851571,0.00032813,Transfer
0.710694925,0.00032849,Transfer
1.1563e-05,0.00033637,Transfer
0.00272195,0.00078132,Transfer
0.00138138,0.00033899,Transfer
0.6559413,0.00034949,Transfer
0.03084,0.00034949,Transfer
0.001758714,0.00034949,Transfer
0.010002,0.00034949,Transfer
0.07052208,0.00034949,Transfer
0.002168911,0.00035442,Transfer
0.0,0.000357,Transfer
0.191362645,0.000378,Transfer
0.030071238,0.00038713,Transfer
0.159506732,0.00049877,Transfer
0.035770538,0.00049877,Transfer
0.3608964,0.0005586,Transfer
0.0,0.00129546,Other
0.0,0.00146207,Other
0.0,0.00146232,Other
0.0,0.00137406,Other
0.0,0.00078977,Approve
0.0,0.00055573,Other
0.0,0.00196966,Other
2.0,0.00189847,Execute
1.2,0.0020324,Unidentified
1.01,0.00157635,Other
0.346566493,0.00236632,Execute
1.12,0.00256651,Execute
0.3,0.00256651,Execute
0.0,0.00277581,Execute
0.0,0.00140566,Transfer
0.0,0.00140566,Transfer
0.0,0.00140584,Transfer
0.0,0.00140584,Transfer
0.0,0.00140584,Transfer
0.0,0.00140584,Transfer
0.0,0.00140584,Transfer
0.0,0.00140584,Transfer
0.0,0.00140602,Transfer
0.0,0.00293581,Transfer
0.0,0.00284774,Execute
0.068,0.00095817,Other
0.0,0.00293704,Execute
0.0,0.00333201,Execute
0.0,0.00335254,Other
1.0267e-05,0.0035627,Other
0.0,0.00116554,Transfer
0.0,0.0042542,Execute
0.0,0.00170065,Other
0.0,0.00291856,Execute
12.0,0.00050114,Other
5.0,0.00278935,Other
0.0,0.00044997,Transfer
0.4,0.0032214,Execute
0.0,0.00094804,Transfer
0.0,0.0043577,Other
0.0,0.00096641,Transfer
0.0,0.00067362,Other
0.0,0.00072107,Transfer
0.0,0.0009379,Transfer
0.500177174,0.00209977,Other
0.0,0.00100429,Transfer
0.0,0.00068748,Transfer
0.0,0.00074789,Transfer
0.0,0.00097112,Other
0.0,0.00075157,Transfer
0.0,0.00076737,Transfer
0.15,0.00075405,Other
0.0,0.00102317,Transfer
0.0,0.00089162,Transfer
0.0,0.00120278,Other
0.0,0.00375985,Other
0.0,0.00105176,Transfer
0.0,0.00105196,Transfer
0.0,0.00105196,Transfer
0.05,0.00240112,Execute
0.0,0.00167158,Unidentified
0.26022884,0.0010092,Other
0.0,0.00091532,Approve
0.000777,0.002802,Unidentified
0.0,0.00109467,Transfer
0.8,0.00179718,Swap
1.0,0.00268208,Execute
0.0,0.00213874,Transfer
0.035,0.00305825,Execute
0.0,0.00232269,Unidentified
0.0,0.00327048,Execute
0.0,0.00103251,Other
0.0,0.00348724,Other
0.0,0.00139877,Approve
0.0,0.00139877,Approve
0.0,0.00523972,Unidentified
0.0,0.00210659,Approve
0.0,0.00210659,Approve
0.0,0.00603122,Unidentified
,0.02485512,Unidentified
0.33,0.00251564,Swap
0.0,0.00247234,Unidentified
,0.00283789,Unidentified
0.092345518,0.00027335,Transfer
0.000990319,0.00027616,Transfer
0.0,0.00027634,Transfer
0.142,0.001384,Unidentified
0.0,0.00060607,Other
0.0,0.00159826,Other
0.0,0.00059191,Transfer
0.0,0.00136035,Other
0.0,0.00060403,Transfer
0.0,0.00060435,Transfer
0.000777,0.00166318,Other
0.287655206,0.00180974,Other
0.0,0.00178007,Execute
0.045177174,0.00180956,Other
0.0,0.00060635,Approve
0.0,0.00060561,Approve
0.0,0.001233,Other
0.0061,0.00196157,Execute
0.0,0.00198354,Execute
0.191017163,0.00201365,Execute
1.0,0.00203359,Execute
0.58,0.00206671,Execute
0.26,0.00206671,Execute
0.05,0.0021036,Execute
0.015,0.00027873,Transfer
0.080757849,0.00027873,Transfer
0.18,0.00228628,Execute
0.0,0.00082848,Transfer
0.165,0.00235245,Execute
0.0,0.00240192,Other
0.0,0.00245832,Execute
0.0,0.00246152,Execute
0.0,0.00248132,Execute
0.0,0.00226655,Execute
0.0,0.00085184,Transfer
0.0,0.00273864,Other
0.012765615,0.00179755,Other
0.0,0.00276796,Other
0.0,0.00285856,Execute
0.0,0.00244626,Execute
0.0,0.00298983,Execute
0.0,0.00034324,Unidentified
0.0,0.0030363,Execute
0.0,0.00304655,Execute
0.0,0.00200344,Other
0.0,0.00311267,Other
0.0,0.00312258,Other
0.329534,0.00028166,Transfer
0.005222295,0.00028166,Transfer
0.00153073,0.00028166,Transfer
0.015164056,0.00028166,Transfer
0.03272124,0.00028166,Transfer
0.0,0.00345369,Execute
0.0,0.00350537,Execute
0.0,0.00059658,Transfer
0.0,0.00348608,Execute
0.0,0.00350072,Other
0.0,0.00115748,Other
0.04,0.00236603,Swap
0.4,0.00373866,Execute
0.0,0.00238848,Other
0.000800489,0.00028261,Transfer
0.0,0.00374782,Swap
0.00147,0.00382833,Other
0.17,0.00388815,Swap
0.000771589,0.00028385,Transfer
0.150908783,0.00028385,Transfer
0.078545083,0.00028584,Transfer
0.0,0.0004001,Transfer
0.0,0.00180461,Swap
0.099999998,0.00555353,Other
0.491727167,0.00028754,Transfer
0.0,0.00396147,Execute
0.0,0.00683054,Other
0.0,0.00055503,Transfer
0.0,0.00055503,Transfer
0.0,0.00752748,Other
0.228264647,0.00029235,Transfer
0.000505992,0.00029235,Transfer
0.243850766,0.00029235,Transfer
0.0,0.00051982,Transfer
0.07,0.0025633,Execute
4.251597136,0.00029284,Transfer
0.045730073,0.00524234,Swap
0.01,0.000294,Transfer
2.5,0.00029402,Transfer
8.835375113,0.00029512,Transfer
1.999639927,0.00029512,Transfer
0.006235799,0.0002965,Transfer
4.0382e-05,0.0002965,Transfer
0.10728,0.00771969,Swap
0.14783973,0.00029782,Transfer
1.876190683,0.00029782,Transfer
0.0,0.00078479,Transfer
0.03189784,0.00030313,Transfer
0.0151064,0.00032342,Transfer
0.09726396,0.00032342,Transfer
0.00395034,0.00032342,Transfer
0.12289391,0.00031906,Transfer
0.01101726,0.00031906,Transfer
0.400449374,0.00030738,Transfer
0.01,0.00030794,Transfer
0.04467555,0.00029805,Transfer
0.02268933,0.00029805,Transfer
0.08107275,0.00029805,Transfer
6.701e-06,0.00029805,Transfer
0.0,0.00029805,Transfer
1.0183e-05,0.00029805,Transfer
0.0,0.00070939,Transfer
0.0,0.00062582,Transfer
0.0,0.00037032,Approve
0.000131326,0.00030313,Transfer
1.157e-06,0.00030313,Transfer
0.003370144,0.00040364,Other
0.00137613,0.0003095,Transfer
0.000956978,0.0003095,Transfer
0.030642614,0.0003095,Transfer
0.000282849,0.0024286,Unidentified
0.0,0.00133736,Other
0.0,0.00105938,Other
0.0,0.000641,Transfer
0.0012,0.00031535,Transfer
0.022684642,0.00031535,Transfer
0.000473591,0.00031535,Transfer
0.0,0.00031535,Transfer
0.87609,0.00031535,Transfer
0.00913216,0.00031535,Transfer
0.0,0.00094921,Transfer
0.0,0.0007728,Transfer
1.61514255,0.00031535,Transfer
0.0172804,0.00031535,Transfer
0.118448158,0.00031535,Transfer
0.078532215,0.00031535,Transfer
0.4039172,0.00031537,Transfer
0.07285102,0.00031644,Transfer
0.0,0.00405864,Transfer
0.0,0.00063224,Transfer
0.019328104,0.00031829,Transfer
0.0,0.00065253,Approve
0.0,0.00126458,Other
0.25,0.00032204,Transfer
0.0,0.0007228,Transfer
0.0,0.00072529,Transfer
0.039274469,0.00032724,Transfer
0.0,0.00081772,Transfer
0.0,0.00045334,Transfer
0.0,0.00073988,Transfer
0.0,0.00059968,Transfer
0.0,0.00059968,Transfer
0.0,0.00059968,Transfer
0.0,0.00059968,Transfer
0.0,0.00088518,Transfer
0.000664608,0.00033635,Transfer
0.001039169,0.00033635,Transfer
0.0,0.000809,Other
0.0,0.00051847,Transfer
0.0118,0.00034466,Transfer
0.056190699,0.00034466,Transfer
0.0665,0.00034466,Transfer
4.22,0.00034691,Transfer
0.0,0.00069278,Transfer
0.0,0.00055917,Transfer
0.0,0.00055899,Transfer
0.0,0.00234503,Swap
0.0,0.00060558,Transfer
0.0,0.00068778,Approve
0.004552827,0.00035442,Transfer
0.0,0.00078599,Transfer
0.0,0.00061945,Transfer
0.0,0.00062778,Transfer
0.000357,0.000357,Transfer
0.004335,0.000357,Transfer
0.3968076,0.0003596,Transfer
0.0,0.00067498,Transfer
0.0,0.00072996,Approve
0.0,0.00275858,Unidentified
0.1,0.00037738,Transfer
0.99524628,0.00146915,Unidentified
0.0,0.00038114,Transfer
0.0,0.00038114,Transfer
0.0,0.00038114,Transfer
0.0,0.00038114,Transfer
0.0,0.00119301,Transfer
0.0,0.00081231,Transfer
0.0,0.00081284,Approve
0.035576395,0.00038713,Transfer
0.008269375,0.00310879,Swap
0.0,0.00251709,Swap
0.0,0.00063056,Approve
0.0,0.00094903,Transfer
0.0,0.00093477,Transfer
0.0,0.00094903,Transfer
0.0,0.00095563,Transfer
0.0,0.00066507,Transfer
0.00887289,0.00270306,Execute
0.0,0.00100136,Transfer
1.1,0.00190983,Swap
0.342232906,0.00194167,Other
0.0,0.00162464,Other
0.0,0.00195229,Unidentified
0.031766401,0.0022095,Execute
0.0,0.00228118,Other
0.0392,0.0023411,Other
0.0,0.00467136,Swap
0.0,0.00142384,Other
0.0,0.00129295,Transfer
0.0,0.00090007,Other
0.0,0.00266707,Transfer
0.0,0.00146986,Transfer
0.0,0.00151191,Transfer
0.006260583,0.00050136,Transfer
0.00812,0.00051138,Transfer
0.0081123,0.00051138,Transfer
0.0,0.00078697,Transfer
0.0,0.00104021,Transfer
0.028,0.00213061,Execute
0.0,0.00082594,Transfer
